               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.020265,           0.0064092,          0.00096582,             0.90309,             0.75821,             0.78599,             0.46711,            0.034943,            0.016485,           0.0030111,             0.00472,             0.00472,             0.00472
                 162,            0.020269,           0.0064494,          0.00087914,             0.89856,             0.75942,             0.77739,             0.46292,            0.035255,            0.016872,           0.0029224,            0.004687,            0.004687,            0.004687
                 163,             0.02053,           0.0066194,           0.0008347,             0.89528,             0.76002,             0.77894,             0.47039,            0.035027,            0.017132,           0.0029049,            0.004654,            0.004654,            0.004654
                 164,            0.019824,            0.006464,          0.00077577,             0.90376,             0.75433,             0.78083,             0.46937,            0.035195,            0.016943,           0.0028233,            0.004621,            0.004621,            0.004621
                 165,            0.020175,           0.0064608,          0.00093336,             0.90869,             0.75047,             0.77927,             0.46457,            0.035414,            0.016909,           0.0031055,            0.004588,            0.004588,            0.004588
                 166,             0.02009,           0.0066657,          0.00087581,             0.90882,             0.74776,             0.78551,             0.47176,            0.035192,            0.017028,           0.0030694,            0.004555,            0.004555,            0.004555
                 167,            0.019633,           0.0064029,          0.00081022,             0.89457,             0.76593,             0.78707,             0.47104,             0.03424,            0.016804,           0.0022348,            0.004522,            0.004522,            0.004522
                 168,            0.019736,           0.0065201,          0.00080352,             0.89062,             0.75869,             0.78289,             0.47508,             0.03397,            0.017604,           0.0025469,            0.004489,            0.004489,            0.004489
                 169,            0.019996,           0.0063269,          0.00087883,             0.89981,             0.75542,             0.78208,             0.46934,            0.034941,            0.017667,           0.0026785,            0.004456,            0.004456,            0.004456
                 170,            0.019471,            0.006472,          0.00083493,             0.90414,             0.75672,             0.79177,             0.47227,              0.0347,            0.017125,            0.002571,            0.004423,            0.004423,            0.004423
                 171,            0.019795,           0.0065228,          0.00075238,             0.89877,             0.75777,             0.79009,              0.4735,            0.034629,            0.017073,            0.001966,             0.00439,             0.00439,             0.00439
                 172,            0.019923,           0.0064101,          0.00085043,             0.89928,             0.75644,             0.78073,             0.47595,             0.03451,            0.017786,            0.002356,            0.004357,            0.004357,            0.004357
                 173,            0.019167,           0.0066251,          0.00066803,             0.90859,             0.76075,             0.78462,             0.47225,            0.034753,            0.017219,           0.0024469,            0.004324,            0.004324,            0.004324
                 174,            0.019205,           0.0063701,          0.00085097,             0.90551,             0.75972,             0.77792,              0.4642,            0.034313,            0.017249,            0.002391,            0.004291,            0.004291,            0.004291
                 175,            0.019436,           0.0064399,           0.0009313,             0.91831,             0.76132,             0.78604,             0.46898,            0.034423,            0.017002,           0.0028929,            0.004258,            0.004258,            0.004258
                 176,            0.019429,           0.0064091,          0.00088145,             0.92461,             0.74777,             0.78274,             0.47424,            0.034763,            0.016978,           0.0024713,            0.004225,            0.004225,            0.004225
                 177,            0.019077,           0.0063191,          0.00086901,             0.92256,             0.74812,             0.78728,             0.47801,            0.034673,            0.017234,           0.0021629,            0.004192,            0.004192,            0.004192
                 178,            0.019699,            0.006337,          0.00091846,              0.9181,              0.7496,             0.78619,             0.46919,            0.034626,            0.017254,           0.0020359,            0.004159,            0.004159,            0.004159
                 179,            0.019222,           0.0062545,          0.00091808,             0.91315,              0.7627,              0.7899,               0.478,             0.03457,            0.017056,            0.002349,            0.004126,            0.004126,            0.004126
                 180,             0.01935,           0.0063074,          0.00083948,             0.89404,             0.76963,             0.78321,             0.47017,            0.034711,            0.016772,           0.0024888,            0.004093,            0.004093,            0.004093
                 181,            0.018997,           0.0061387,          0.00078764,             0.90771,             0.76302,             0.78634,             0.47347,            0.034591,            0.016983,           0.0025541,             0.00406,             0.00406,             0.00406
                 182,            0.019653,           0.0063192,          0.00090968,             0.91037,             0.76087,             0.78821,             0.47211,            0.035053,            0.017464,           0.0029317,            0.004027,            0.004027,            0.004027
                 183,            0.019417,           0.0064917,          0.00086939,             0.90825,             0.76411,              0.7824,             0.46346,            0.035374,            0.017417,           0.0026209,            0.003994,            0.003994,            0.003994
                 184,            0.019611,           0.0063159,          0.00083984,             0.90972,             0.75957,             0.78482,             0.47141,             0.03465,            0.017392,           0.0024821,            0.003961,            0.003961,            0.003961
                 185,            0.019451,            0.006522,          0.00098478,             0.91266,             0.76239,             0.78863,             0.47224,            0.034538,            0.017319,           0.0028309,            0.003928,            0.003928,            0.003928
                 186,            0.019303,            0.006126,          0.00090801,             0.90535,             0.76362,             0.78597,             0.47285,            0.034656,            0.017236,           0.0023581,            0.003895,            0.003895,            0.003895
                 187,            0.019034,           0.0062513,           0.0008012,             0.88993,             0.75978,             0.77973,             0.46962,            0.035009,            0.017515,           0.0022615,            0.003862,            0.003862,            0.003862
                 188,            0.019072,           0.0062667,          0.00086833,             0.90579,             0.74875,             0.77993,              0.4683,            0.035098,            0.017393,           0.0020549,            0.003829,            0.003829,            0.003829
                 189,            0.018867,           0.0063993,          0.00080165,             0.89875,             0.75687,             0.78814,             0.46735,             0.03533,            0.017294,           0.0025189,            0.003796,            0.003796,            0.003796
                 190,             0.01892,            0.006169,           0.0009102,             0.90948,             0.75691,             0.78861,             0.46617,            0.035407,            0.017298,           0.0026312,            0.003763,            0.003763,            0.003763
                 191,            0.018487,            0.006278,          0.00077733,             0.91021,              0.7607,              0.7896,             0.46996,            0.035497,             0.01706,           0.0023934,             0.00373,             0.00373,             0.00373
                 192,            0.018799,           0.0063834,          0.00084127,             0.91654,             0.75513,             0.78327,             0.46985,            0.035056,            0.017399,           0.0026023,            0.003697,            0.003697,            0.003697
                 193,            0.018824,           0.0060284,          0.00075086,             0.90479,             0.76983,             0.79097,             0.47421,            0.035003,            0.017419,           0.0025775,            0.003664,            0.003664,            0.003664
